"TIME","GEO","AGEDEF","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2008","Italy","Age reached during the year","60 years","Number","Total","2,092",""
"2008","Italy","Age reached during the year","60 years","Number","Males","772",""
"2008","Italy","Age reached during the year","60 years","Number","Females","1,320",""
"2008","Italy","Age reached during the year","61 years","Number","Total","1,867",""
"2008","Italy","Age reached during the year","61 years","Number","Males","698",""
"2008","Italy","Age reached during the year","61 years","Number","Females","1,169",""
"2008","Italy","Age reached during the year","62 years","Number","Total","1,616",""
"2008","Italy","Age reached during the year","62 years","Number","Males","615",""
"2008","Italy","Age reached during the year","62 years","Number","Females","1,001",""
"2008","Italy","Age reached during the year","63 years","Number","Total","1,417",""
"2008","Italy","Age reached during the year","63 years","Number","Males","575",""
"2008","Italy","Age reached during the year","63 years","Number","Females","842",""
"2008","Italy","Age reached during the year","64 years","Number","Total","1,519",""
"2008","Italy","Age reached during the year","64 years","Number","Males","628",""
"2008","Italy","Age reached during the year","64 years","Number","Females","891",""
"2008","Italy","Age reached during the year","65 years","Number","Total","1,681",""
"2008","Italy","Age reached during the year","65 years","Number","Males","833",""
"2008","Italy","Age reached during the year","65 years","Number","Females","848",""
"2008","Italy","Age reached during the year","66 years","Number","Total","1,515",""
"2008","Italy","Age reached during the year","66 years","Number","Males","631",""
"2008","Italy","Age reached during the year","66 years","Number","Females","884",""
"2008","Italy","Age reached during the year","67 years","Number","Total","1,228",""
"2008","Italy","Age reached during the year","67 years","Number","Males","553",""
"2008","Italy","Age reached during the year","67 years","Number","Females","675",""
"2008","Italy","Age reached during the year","68 years","Number","Total","1,334",""
"2008","Italy","Age reached during the year","68 years","Number","Males","599",""
"2008","Italy","Age reached during the year","68 years","Number","Females","735",""
"2008","Italy","Age reached during the year","69 years","Number","Total","1,107",""
"2008","Italy","Age reached during the year","69 years","Number","Males","513",""
"2008","Italy","Age reached during the year","69 years","Number","Females","594",""
"2008","Italy","Age reached during the year","70 years","Number","Total","1,005",""
"2008","Italy","Age reached during the year","70 years","Number","Males","474",""
"2008","Italy","Age reached during the year","70 years","Number","Females","531",""
"2008","Italy","Age reached during the year","71 years","Number","Total","904",""
"2008","Italy","Age reached during the year","71 years","Number","Males","444",""
"2008","Italy","Age reached during the year","71 years","Number","Females","460",""
"2008","Italy","Age reached during the year","72 years","Number","Total","829",""
"2008","Italy","Age reached during the year","72 years","Number","Males","388",""
"2008","Italy","Age reached during the year","72 years","Number","Females","441",""
"2008","Italy","Age reached during the year","73 years","Number","Total","725",""
"2008","Italy","Age reached during the year","73 years","Number","Males","344",""
"2008","Italy","Age reached during the year","73 years","Number","Females","381",""
"2008","Italy","Age reached during the year","74 years","Number","Total","666",""
"2008","Italy","Age reached during the year","74 years","Number","Males","342",""
"2008","Italy","Age reached during the year","74 years","Number","Females","324",""
"2008","Italy","Age reached during the year","75 years","Number","Total","526",""
"2008","Italy","Age reached during the year","75 years","Number","Males","239",""
"2008","Italy","Age reached during the year","75 years","Number","Females","287",""
"2008","Italy","Age reached during the year","76 years","Number","Total","446",""
"2008","Italy","Age reached during the year","76 years","Number","Males","220",""
"2008","Italy","Age reached during the year","76 years","Number","Females","226",""
"2008","Italy","Age reached during the year","77 years","Number","Total","379",""
"2008","Italy","Age reached during the year","77 years","Number","Males","179",""
"2008","Italy","Age reached during the year","77 years","Number","Females","200",""
"2008","Italy","Age reached during the year","78 years","Number","Total","388",""
"2008","Italy","Age reached during the year","78 years","Number","Males","185",""
"2008","Italy","Age reached during the year","78 years","Number","Females","203",""
"2008","Italy","Age reached during the year","79 years","Number","Total","250",""
"2008","Italy","Age reached during the year","79 years","Number","Males","123",""
"2008","Italy","Age reached during the year","79 years","Number","Females","127",""
"2008","Italy","Age reached during the year","80 years","Number","Total","268",""
"2008","Italy","Age reached during the year","80 years","Number","Males","128",""
"2008","Italy","Age reached during the year","80 years","Number","Females","140",""
"2008","Italy","Age reached during the year","81 years","Number","Total","206",""
"2008","Italy","Age reached during the year","81 years","Number","Males","88",""
"2008","Italy","Age reached during the year","81 years","Number","Females","118",""
"2008","Italy","Age reached during the year","82 years","Number","Total","161",""
"2008","Italy","Age reached during the year","82 years","Number","Males","63",""
"2008","Italy","Age reached during the year","82 years","Number","Females","98",""
"2008","Italy","Age reached during the year","83 years","Number","Total","178",""
"2008","Italy","Age reached during the year","83 years","Number","Males","61",""
"2008","Italy","Age reached during the year","83 years","Number","Females","117",""
"2008","Italy","Age reached during the year","84 years","Number","Total","130",""
"2008","Italy","Age reached during the year","84 years","Number","Males","55",""
"2008","Italy","Age reached during the year","84 years","Number","Females","75",""
"2008","Italy","Age reached during the year","85 years","Number","Total","105",""
"2008","Italy","Age reached during the year","85 years","Number","Males","47",""
"2008","Italy","Age reached during the year","85 years","Number","Females","58",""
"2008","Italy","Age reached during the year","86 years","Number","Total","91",""
"2008","Italy","Age reached during the year","86 years","Number","Males","41",""
"2008","Italy","Age reached during the year","86 years","Number","Females","50",""
"2008","Italy","Age reached during the year","87 years","Number","Total","77",""
"2008","Italy","Age reached during the year","87 years","Number","Males","34",""
"2008","Italy","Age reached during the year","87 years","Number","Females","43",""
"2008","Italy","Age reached during the year","88 years","Number","Total","67",""
"2008","Italy","Age reached during the year","88 years","Number","Males","27",""
"2008","Italy","Age reached during the year","88 years","Number","Females","40",""
"2008","Italy","Age reached during the year","89 years","Number","Total","31",""
"2008","Italy","Age reached during the year","89 years","Number","Males","12",""
"2008","Italy","Age reached during the year","89 years","Number","Females","19",""
"2008","Italy","Age reached during the year","90 years","Number","Total","27",""
"2008","Italy","Age reached during the year","90 years","Number","Males","13",""
"2008","Italy","Age reached during the year","90 years","Number","Females","14",""
"2008","Italy","Age reached during the year","91 years","Number","Total","22",""
"2008","Italy","Age reached during the year","91 years","Number","Males","6",""
"2008","Italy","Age reached during the year","91 years","Number","Females","16",""
"2008","Italy","Age reached during the year","92 years","Number","Total","19",""
"2008","Italy","Age reached during the year","92 years","Number","Males","5",""
"2008","Italy","Age reached during the year","92 years","Number","Females","14",""
"2008","Italy","Age reached during the year","93 years","Number","Total","14",""
"2008","Italy","Age reached during the year","93 years","Number","Males","4",""
"2008","Italy","Age reached during the year","93 years","Number","Females","10",""
"2008","Italy","Age reached during the year","94 years","Number","Total","21",""
"2008","Italy","Age reached during the year","94 years","Number","Males","11",""
"2008","Italy","Age reached during the year","94 years","Number","Females","10",""
"2008","Italy","Age reached during the year","95 years","Number","Total","6",""
"2008","Italy","Age reached during the year","95 years","Number","Males","5",""
"2008","Italy","Age reached during the year","95 years","Number","Females","1",""
"2008","Italy","Age reached during the year","96 years","Number","Total","7",""
"2008","Italy","Age reached during the year","96 years","Number","Males","3",""
"2008","Italy","Age reached during the year","96 years","Number","Females","4",""
"2008","Italy","Age reached during the year","97 years","Number","Total","8",""
"2008","Italy","Age reached during the year","97 years","Number","Males","2",""
"2008","Italy","Age reached during the year","97 years","Number","Females","6",""
"2008","Italy","Age reached during the year","98 years","Number","Total","3",""
"2008","Italy","Age reached during the year","98 years","Number","Males","2",""
"2008","Italy","Age reached during the year","98 years","Number","Females","1",""
"2008","Italy","Age reached during the year","99 years","Number","Total","4",""
"2008","Italy","Age reached during the year","99 years","Number","Males","4",""
"2008","Italy","Age reached during the year","99 years","Number","Females","0",""
"2008","Italy","Age reached during the year","100 years or over","Number","Total","0",""
"2008","Italy","Age reached during the year","100 years or over","Number","Males","0",""
"2008","Italy","Age reached during the year","100 years or over","Number","Females","0",""
"2008","Italy","Age reached during the year","Unknown","Number","Total","0","b"
"2008","Italy","Age reached during the year","Unknown","Number","Males","0","b"
"2008","Italy","Age reached during the year","Unknown","Number","Females","0","b"
"2009","Italy","Age reached during the year","Total","Number","Total","442,940",""
"2009","Italy","Age reached during the year","Total","Number","Males","201,974",""
"2009","Italy","Age reached during the year","Total","Number","Females","240,966",""
"2009","Italy","Age reached during the year","Less than 1 year","Number","Total","2,722",""
"2009","Italy","Age reached during the year","Less than 1 year","Number","Males","1,353",""
"2009","Italy","Age reached during the year","Less than 1 year","Number","Females","1,369",""
"2009","Italy","Age reached during the year","1 year","Number","Total","4,284",""
"2009","Italy","Age reached during the year","1 year","Number","Males","2,174",""
"2009","Italy","Age reached during the year","1 year","Number","Females","2,110",""
"2009","Italy","Age reached during the year","2 years","Number","Total","4,517",""
"2009","Italy","Age reached during the year","2 years","Number","Males","2,330",""
"2009","Italy","Age reached during the year","2 years","Number","Females","2,187",""
"2009","Italy","Age reached during the year","3 years","Number","Total","4,435",""
"2009","Italy","Age reached during the year","3 years","Number","Males","2,363",""
"2009","Italy","Age reached during the year","3 years","Number","Females","2,072",""
"2009","Italy","Age reached during the year","4 years","Number","Total","4,163",""
"2009","Italy","Age reached during the year","4 years","Number","Males","2,123",""
"2009","Italy","Age reached during the year","4 years","Number","Females","2,040",""
"2009","Italy","Age reached during the year","5 years","Number","Total","4,044",""
"2009","Italy","Age reached during the year","5 years","Number","Males","2,080",""
"2009","Italy","Age reached during the year","5 years","Number","Females","1,964",""
"2009","Italy","Age reached during the year","6 years","Number","Total","3,901",""
"2009","Italy","Age reached during the year","6 years","Number","Males","2,029",""
"2009","Italy","Age reached during the year","6 years","Number","Females","1,872",""
"2009","Italy","Age reached during the year","7 years","Number","Total","4,013",""
"2009","Italy","Age reached during the year","7 years","Number","Males","2,062",""
"2009","Italy","Age reached during the year","7 years","Number","Females","1,951",""
"2009","Italy","Age reached during the year","8 years","Number","Total","4,153",""
"2009","Italy","Age reached during the year","8 years","Number","Males","2,221",""
"2009","Italy","Age reached during the year","8 years","Number","Females","1,932",""
"2009","Italy","Age reached during the year","9 years","Number","Total","4,335",""
"2009","Italy","Age reached during the year","9 years","Number","Males","2,202",""
"2009","Italy","Age reached during the year","9 years","Number","Females","2,133",""
"2009","Italy","Age reached during the year","10 years","Number","Total","4,323",""
"2009","Italy","Age reached during the year","10 years","Number","Males","2,269",""
"2009","Italy","Age reached during the year","10 years","Number","Females","2,054",""
"2009","Italy","Age reached during the year","11 years","Number","Total","4,448",""
"2009","Italy","Age reached during the year","11 years","Number","Males","2,322",""
"2009","Italy","Age reached during the year","11 years","Number","Females","2,126",""
"2009","Italy","Age reached during the year","12 years","Number","Total","4,320",""
"2009","Italy","Age reached during the year","12 years","Number","Males","2,210",""
"2009","Italy","Age reached during the year","12 years","Number","Females","2,110",""
"2009","Italy","Age reached during the year","13 years","Number","Total","4,372",""
"2009","Italy","Age reached during the year","13 years","Number","Males","2,342",""
"2009","Italy","Age reached during the year","13 years","Number","Females","2,030",""
"2009","Italy","Age reached during the year","14 years","Number","Total","4,435",""
"2009","Italy","Age reached during the year","14 years","Number","Males","2,383",""
"2009","Italy","Age reached during the year","14 years","Number","Females","2,052",""
"2009","Italy","Age reached during the year","15 years","Number","Total","4,704",""
"2009","Italy","Age reached during the year","15 years","Number","Males","2,612",""
"2009","Italy","Age reached during the year","15 years","Number","Females","2,092",""
"2009","Italy","Age reached during the year","16 years","Number","Total","4,980",""
"2009","Italy","Age reached during the year","16 years","Number","Males","2,792",""
"2009","Italy","Age reached during the year","16 years","Number","Females","2,188",""
"2009","Italy","Age reached during the year","17 years","Number","Total","5,950",""
"2009","Italy","Age reached during the year","17 years","Number","Males","3,546",""
"2009","Italy","Age reached during the year","17 years","Number","Females","2,404",""
"2009","Italy","Age reached during the year","18 years","Number","Total","8,572",""
"2009","Italy","Age reached during the year","18 years","Number","Males","4,963",""
"2009","Italy","Age reached during the year","18 years","Number","Females","3,609",""
"2009","Italy","Age reached during the year","19 years","Number","Total","9,571",""
"2009","Italy","Age reached during the year","19 years","Number","Males","4,748",""
"2009","Italy","Age reached during the year","19 years","Number","Females","4,823",""
"2009","Italy","Age reached during the year","20 years","Number","Total","10,052",""
"2009","Italy","Age reached during the year","20 years","Number","Males","4,503",""
"2009","Italy","Age reached during the year","20 years","Number","Females","5,549",""
"2009","Italy","Age reached during the year","21 years","Number","Total","11,242",""
"2009","Italy","Age reached during the year","21 years","Number","Males","4,977",""
"2009","Italy","Age reached during the year","21 years","Number","Females","6,265",""
"2009","Italy","Age reached during the year","22 years","Number","Total","12,956",""
"2009","Italy","Age reached during the year","22 years","Number","Males","5,813",""
"2009","Italy","Age reached during the year","22 years","Number","Females","7,143",""
"2009","Italy","Age reached during the year","23 years","Number","Total","13,766",""
"2009","Italy","Age reached during the year","23 years","Number","Males","6,142",""
"2009","Italy","Age reached during the year","23 years","Number","Females","7,624",""
"2009","Italy","Age reached during the year","24 years","Number","Total","14,476",""
"2009","Italy","Age reached during the year","24 years","Number","Males","6,621",""
"2009","Italy","Age reached during the year","24 years","Number","Females","7,855",""
"2009","Italy","Age reached during the year","25 years","Number","Total","14,744",""
"2009","Italy","Age reached during the year","25 years","Number","Males","6,889",""
"2009","Italy","Age reached during the year","25 years","Number","Females","7,855",""
"2009","Italy","Age reached during the year","26 years","Number","Total","14,967",""
"2009","Italy","Age reached during the year","26 years","Number","Males","7,130",""
"2009","Italy","Age reached during the year","26 years","Number","Females","7,837",""
"2009","Italy","Age reached during the year","27 years","Number","Total","14,896",""
"2009","Italy","Age reached during the year","27 years","Number","Males","7,244",""
"2009","Italy","Age reached during the year","27 years","Number","Females","7,652",""
"2009","Italy","Age reached during the year","28 years","Number","Total","14,378",""
"2009","Italy","Age reached during the year","28 years","Number","Males","7,123",""
"2009","Italy","Age reached during the year","28 years","Number","Females","7,255",""
"2009","Italy","Age reached during the year","29 years","Number","Total","13,982",""
"2009","Italy","Age reached during the year","29 years","Number","Males","6,954",""
"2009","Italy","Age reached during the year","29 years","Number","Females","7,028",""
"2009","Italy","Age reached during the year","30 years","Number","Total","13,062",""
"2009","Italy","Age reached during the year","30 years","Number","Males","6,464",""
"2009","Italy","Age reached during the year","30 years","Number","Females","6,598",""
"2009","Italy","Age reached during the year","31 years","Number","Total","12,446",""
"2009","Italy","Age reached during the year","31 years","Number","Males","6,241",""
"2009","Italy","Age reached during the year","31 years","Number","Females","6,205",""
"2009","Italy","Age reached during the year","32 years","Number","Total","11,337",""
"2009","Italy","Age reached during the year","32 years","Number","Males","5,577",""
"2009","Italy","Age reached during the year","32 years","Number","Females","5,760",""
"2009","Italy","Age reached during the year","33 years","Number","Total","10,872",""
"2009","Italy","Age reached during the year","33 years","Number","Males","5,401",""
"2009","Italy","Age reached during the year","33 years","Number","Females","5,471",""
"2009","Italy","Age reached during the year","34 years","Number","Total","10,168",""
"2009","Italy","Age reached during the year","34 years","Number","Males","4,949",""
"2009","Italy","Age reached during the year","34 years","Number","Females","5,219",""
"2009","Italy","Age reached during the year","35 years","Number","Total","9,384",""
"2009","Italy","Age reached during the year","35 years","Number","Males","4,462",""
"2009","Italy","Age reached during the year","35 years","Number","Females","4,922",""
"2009","Italy","Age reached during the year","36 years","Number","Total","8,736",""
"2009","Italy","Age reached during the year","36 years","Number","Males","4,102",""
"2009","Italy","Age reached during the year","36 years","Number","Females","4,634",""
"2009","Italy","Age reached during the year","37 years","Number","Total","8,366",""
"2009","Italy","Age reached during the year","37 years","Number","Males","3,834",""
"2009","Italy","Age reached during the year","37 years","Number","Females","4,532",""
"2009","Italy","Age reached during the year","38 years","Number","Total","7,947",""
"2009","Italy","Age reached during the year","38 years","Number","Males","3,510",""
"2009","Italy","Age reached during the year","38 years","Number","Females","4,437",""
"2009","Italy","Age reached during the year","39 years","Number","Total","7,756",""
"2009","Italy","Age reached during the year","39 years","Number","Males","3,394",""
"2009","Italy","Age reached during the year","39 years","Number","Females","4,362",""
"2009","Italy","Age reached during the year","40 years","Number","Total","7,488",""
"2009","Italy","Age reached during the year","40 years","Number","Males","3,154",""
"2009","Italy","Age reached during the year","40 years","Number","Females","4,334",""
"2009","Italy","Age reached during the year","41 years","Number","Total","7,523",""
"2009","Italy","Age reached during the year","41 years","Number","Males","3,081",""
"2009","Italy","Age reached during the year","41 years","Number","Females","4,442",""
"2009","Italy","Age reached during the year","42 years","Number","Total","5,973",""
"2009","Italy","Age reached during the year","42 years","Number","Males","2,385",""
"2009","Italy","Age reached during the year","42 years","Number","Females","3,588",""
"2009","Italy","Age reached during the year","43 years","Number","Total","5,524",""
"2009","Italy","Age reached during the year","43 years","Number","Males","2,105",""
"2009","Italy","Age reached during the year","43 years","Number","Females","3,419",""
"2009","Italy","Age reached during the year","44 years","Number","Total","5,314",""
"2009","Italy","Age reached during the year","44 years","Number","Males","2,038",""
"2009","Italy","Age reached during the year","44 years","Number","Females","3,276",""
"2009","Italy","Age reached during the year","45 years","Number","Total","5,289",""
"2009","Italy","Age reached during the year","45 years","Number","Males","1,939",""
"2009","Italy","Age reached during the year","45 years","Number","Females","3,350",""
"2009","Italy","Age reached during the year","46 years","Number","Total","4,939",""
"2009","Italy","Age reached during the year","46 years","Number","Males","1,710",""
"2009","Italy","Age reached during the year","46 years","Number","Females","3,229",""
"2009","Italy","Age reached during the year","47 years","Number","Total","5,074",""
"2009","Italy","Age reached during the year","47 years","Number","Males","1,687",""
"2009","Italy","Age reached during the year","47 years","Number","Females","3,387",""
"2009","Italy","Age reached during the year","48 years","Number","Total","4,740",""
"2009","Italy","Age reached during the year","48 years","Number","Males","1,518",""
"2009","Italy","Age reached during the year","48 years","Number","Females","3,222",""
"2009","Italy","Age reached during the year","49 years","Number","Total","4,637",""
"2009","Italy","Age reached during the year","49 years","Number","Males","1,346",""
"2009","Italy","Age reached during the year","49 years","Number","Females","3,291",""
"2009","Italy","Age reached during the year","50 years","Number","Total","4,518",""
"2009","Italy","Age reached during the year","50 years","Number","Males","1,308",""
"2009","Italy","Age reached during the year","50 years","Number","Females","3,210",""
"2009","Italy","Age reached during the year","51 years","Number","Total","4,223",""
"2009","Italy","Age reached during the year","51 years","Number","Males","1,164",""
"2009","Italy","Age reached during the year","51 years","Number","Females","3,059",""
"2009","Italy","Age reached during the year","52 years","Number","Total","3,965",""
"2009","Italy","Age reached during the year","52 years","Number","Males","1,114",""
"2009","Italy","Age reached during the year","52 years","Number","Females","2,851",""
"2009","Italy","Age reached during the year","53 years","Number","Total","3,718",""
"2009","Italy","Age reached during the year","53 years","Number","Males","997",""
"2009","Italy","Age reached during the year","53 years","Number","Females","2,721",""
"2009","Italy","Age reached during the year","54 years","Number","Total","3,396",""
"2009","Italy","Age reached during the year","54 years","Number","Males","977",""
"2009","Italy","Age reached during the year","54 years","Number","Females","2,419",""
"2009","Italy","Age reached during the year","55 years","Number","Total","3,090",""
"2009","Italy","Age reached during the year","55 years","Number","Males","888",""
"2009","Italy","Age reached during the year","55 years","Number","Females","2,202",""
"2009","Italy","Age reached during the year","56 years","Number","Total","2,745",""
"2009","Italy","Age reached during the year","56 years","Number","Males","731",""
"2009","Italy","Age reached during the year","56 years","Number","Females","2,014",""
"2009","Italy","Age reached during the year","57 years","Number","Total","2,470",""
"2009","Italy","Age reached during the year","57 years","Number","Males","670",""
"2009","Italy","Age reached during the year","57 years","Number","Females","1,800",""
"2009","Italy","Age reached during the year","58 years","Number","Total","2,456",""
"2009","Italy","Age reached during the year","58 years","Number","Males","768",""
"2009","Italy","Age reached during the year","58 years","Number","Females","1,688",""
"2009","Italy","Age reached during the year","59 years","Number","Total","2,304",""
"2009","Italy","Age reached during the year","59 years","Number","Males","703",""
"2009","Italy","Age reached during the year","59 years","Number","Females","1,601",""
"2009","Italy","Age reached during the year","60 years","Number","Total","2,196",""
"2009","Italy","Age reached during the year","60 years","Number","Males","785",""
"2009","Italy","Age reached during the year","60 years","Number","Females","1,411",""
"2009","Italy","Age reached during the year","61 years","Number","Total","1,837",""
"2009","Italy","Age reached during the year","61 years","Number","Males","658",""
"2009","Italy","Age reached during the year","61 years","Number","Females","1,179",""
"2009","Italy","Age reached during the year","62 years","Number","Total","1,699",""
"2009","Italy","Age reached during the year","62 years","Number","Males","656",""
"2009","Italy","Age reached during the year","62 years","Number","Females","1,043",""
"2009","Italy","Age reached during the year","63 years","Number","Total","1,489",""
"2009","Italy","Age reached during the year","63 years","Number","Males","609",""
"2009","Italy","Age reached during the year","63 years","Number","Females","880",""
"2009","Italy","Age reached during the year","64 years","Number","Total","1,359",""
"2009","Italy","Age reached during the year","64 years","Number","Males","554",""
"2009","Italy","Age reached during the year","64 years","Number","Females","805",""
"2009","Italy","Age reached during the year","65 years","Number","Total","1,541",""
"2009","Italy","Age reached during the year","65 years","Number","Males","737",""
"2009","Italy","Age reached during the year","65 years","Number","Females","804",""
"2009","Italy","Age reached during the year","66 years","Number","Total","1,315",""
"2009","Italy","Age reached during the year","66 years","Number","Males","596",""
"2009","Italy","Age reached during the year","66 years","Number","Females","719",""
"2009","Italy","Age reached during the year","67 years","Number","Total","1,206",""
"2009","Italy","Age reached during the year","67 years","Number","Males","505",""
"2009","Italy","Age reached during the year","67 years","Number","Females","701",""
"2009","Italy","Age reached during the year","68 years","Number","Total","1,041",""
"2009","Italy","Age reached during the year","68 years","Number","Males","471",""
"2009","Italy","Age reached during the year","68 years","Number","Females","570",""
"2009","Italy","Age reached during the year","69 years","Number","Total","1,118",""
"2009","Italy","Age reached during the year","69 years","Number","Males","472",""
"2009","Italy","Age reached during the year","69 years","Number","Females","646",""
"2009","Italy","Age reached during the year","70 years","Number","Total","895",""
"2009","Italy","Age reached during the year","70 years","Number","Males","398",""
"2009","Italy","Age reached during the year","70 years","Number","Females","497",""
"2009","Italy","Age reached during the year","71 years","Number","Total","834",""
"2009","Italy","Age reached during the year","71 years","Number","Males","378",""
"2009","Italy","Age reached during the year","71 years","Number","Females","456",""
"2009","Italy","Age reached during the year","72 years","Number","Total","691",""
"2009","Italy","Age reached during the year","72 years","Number","Males","301",""
"2009","Italy","Age reached during the year","72 years","Number","Females","390",""
"2009","Italy","Age reached during the year","73 years","Number","Total","666",""
"2009","Italy","Age reached during the year","73 years","Number","Males","293",""
"2009","Italy","Age reached during the year","73 years","Number","Females","373",""
"2009","Italy","Age reached during the year","74 years","Number","Total","601",""
"2009","Italy","Age reached during the year","74 years","Number","Males","286",""
"2009","Italy","Age reached during the year","74 years","Number","Females","315",""
"2009","Italy","Age reached during the year","75 years","Number","Total","495",""
"2009","Italy","Age reached during the year","75 years","Number","Males","252",""
"2009","Italy","Age reached during the year","75 years","Number","Females","243",""
"2009","Italy","Age reached during the year","76 years","Number","Total","434",""
"2009","Italy","Age reached during the year","76 years","Number","Males","221",""
"2009","Italy","Age reached during the year","76 years","Number","Females","213",""
"2009","Italy","Age reached during the year","77 years","Number","Total","360",""
"2009","Italy","Age reached during the year","77 years","Number","Males","172",""
"2009","Italy","Age reached during the year","77 years","Number","Females","188",""
"2009","Italy","Age reached during the year","78 years","Number","Total","321",""
"2009","Italy","Age reached during the year","78 years","Number","Males","160",""
"2009","Italy","Age reached during the year","78 years","Number","Females","161",""
"2009","Italy","Age reached during the year","79 years","Number","Total","312",""
"2009","Italy","Age reached during the year","79 years","Number","Males","138",""
"2009","Italy","Age reached during the year","79 years","Number","Females","174",""
"2009","Italy","Age reached during the year","80 years","Number","Total","242",""
"2009","Italy","Age reached during the year","80 years","Number","Males","120",""
"2009","Italy","Age reached during the year","80 years","Number","Females","122",""
"2009","Italy","Age reached during the year","81 years","Number","Total","213",""
"2009","Italy","Age reached during the year","81 years","Number","Males","101",""
"2009","Italy","Age reached during the year","81 years","Number","Females","112",""
"2009","Italy","Age reached during the year","82 years","Number","Total","164",""
"2009","Italy","Age reached during the year","82 years","Number","Males","67",""
"2009","Italy","Age reached during the year","82 years","Number","Females","97",""
"2009","Italy","Age reached during the year","83 years","Number","Total","142",""
"2009","Italy","Age reached during the year","83 years","Number","Males","56",""
"2009","Italy","Age reached during the year","83 years","Number","Females","86",""
"2009","Italy","Age reached during the year","84 years","Number","Total","149",""
"2009","Italy","Age reached during the year","84 years","Number","Males","69",""
"2009","Italy","Age reached during the year","84 years","Number","Females","80",""
"2009","Italy","Age reached during the year","85 years","Number","Total","87",""
"2009","Italy","Age reached during the year","85 years","Number","Males","38",""
"2009","Italy","Age reached during the year","85 years","Number","Females","49",""
"2009","Italy","Age reached during the year","86 years","Number","Total","78",""
"2009","Italy","Age reached during the year","86 years","Number","Males","26",""
"2009","Italy","Age reached during the year","86 years","Number","Females","52",""
"2009","Italy","Age reached during the year","87 years","Number","Total","55",""
"2009","Italy","Age reached during the year","87 years","Number","Males","24",""
"2009","Italy","Age reached during the year","87 years","Number","Females","31",""
"2009","Italy","Age reached during the year","88 years","Number","Total","51",""
"2009","Italy","Age reached during the year","88 years","Number","Males","20",""
"2009","Italy","Age reached during the year","88 years","Number","Females","31",""
"2009","Italy","Age reached during the year","89 years","Number","Total","51",""
"2009","Italy","Age reached during the year","89 years","Number","Males","22",""
"2009","Italy","Age reached during the year","89 years","Number","Females","29",""
"2009","Italy","Age reached during the year","90 years","Number","Total","26",""
"2009","Italy","Age reached during the year","90 years","Number","Males","12",""
"2009","Italy","Age reached during the year","90 years","Number","Females","14",""
"2009","Italy","Age reached during the year","91 years","Number","Total","26",""
"2009","Italy","Age reached during the year","91 years","Number","Males","9",""
"2009","Italy","Age reached during the year","91 years","Number","Females","17",""
"2009","Italy","Age reached during the year","92 years","Number","Total","15",""
"2009","Italy","Age reached during the year","92 years","Number","Males","3",""
"2009","Italy","Age reached during the year","92 years","Number","Females","12",""
"2009","Italy","Age reached during the year","93 years","Number","Total","15",""
"2009","Italy","Age reached during the year","93 years","Number","Males","6",""
"2009","Italy","Age reached during the year","93 years","Number","Females","9",""
"2009","Italy","Age reached during the year","94 years","Number","Total","20",""
"2009","Italy","Age reached during the year","94 years","Number","Males","6",""
"2009","Italy","Age reached during the year","94 years","Number","Females","14",""
"2009","Italy","Age reached during the year","95 years","Number","Total","17",""
"2009","Italy","Age reached during the year","95 years","Number","Males","9",""
"2009","Italy","Age reached during the year","95 years","Number","Females","8",""
"2009","Italy","Age reached during the year","96 years","Number","Total","3",""
"2009","Italy","Age reached during the year","96 years","Number","Males","1",""
"2009","Italy","Age reached during the year","96 years","Number","Females","2",""
"2009","Italy","Age reached during the year","97 years","Number","Total","4",""
"2009","Italy","Age reached during the year","97 years","Number","Males","2",""
"2009","Italy","Age reached during the year","97 years","Number","Females","2",""
"2009","Italy","Age reached during the year","98 years","Number","Total","4",""
"2009","Italy","Age reached during the year","98 years","Number","Males","0",""
"2009","Italy","Age reached during the year","98 years","Number","Females","4",""
"2009","Italy","Age reached during the year","99 years","Number","Total","3",""
"2009","Italy","Age reached during the year","99 years","Number","Males","2",""
"2009","Italy","Age reached during the year","99 years","Number","Females","1",""
"2009","Italy","Age reached during the year","100 years or over","Number","Total","4",""
"2009","Italy","Age reached during the year","100 years or over","Number","Males","2",""
"2009","Italy","Age reached during the year","100 years or over","Number","Females","2",""
"2009","Italy","Age reached during the year","Unknown","Number","Total","0",""
"2009","Italy","Age reached during the year","Unknown","Number","Males","0",""
"2009","Italy","Age reached during the year","Unknown","Number","Females","0",""
"2010","Italy","Age reached during the year","Total","Number","Total","458,856",""
"2010","Italy","Age reached during the year","Total","Number","Males","207,720",""
"2010","Italy","Age reached during the year","Total","Number","Females","251,136",""
"2010","Italy","Age reached during the year","Less than 1 year","Number","Total","3,183",""
"2010","Italy","Age reached during the year","Less than 1 year","Number","Males","1,623",""
"2010","Italy","Age reached during the year","Less than 1 year","Number","Females","1,560",""
"2010","Italy","Age reached during the year","1 year","Number","Total","4,308",""
"2010","Italy","Age reached during the year","1 year","Number","Males","2,192",""
"2010","Italy","Age reached during the year","1 year","Number","Females","2,116",""
"2010","Italy","Age reached during the year","2 years","Number","Total","4,527",""
"2010","Italy","Age reached during the year","2 years","Number","Males","2,410",""
"2010","Italy","Age reached during the year","2 years","Number","Females","2,117",""
"2010","Italy","Age reached during the year","3 years","Number","Total","4,350",""
"2010","Italy","Age reached during the year","3 years","Number","Males","2,267",""
